order_id,payment_sequential,payment_type,payment_installments,payment_value
d51cbac21a49941976292ba004bf4165,1,credit_card,6,114.34
edb14cad806f8ea19a08ed06c26726a2,1,credit_card,2,31.38
6225c94031a1e372349fa17f1891317d,1,credit_card,5,256.5
c8e19a0edcf6fd34024a2f7fe5f85ef8,1,boleto,1,341.4
984c8458b4e17a487d85b16c9ce0f00c,1,credit_card,1,143.99
ec5cf2317f5141a62836da8e71586eb6,1,credit_card,8,232.27
5b2f1ff03b77977af4258e7cfc2ec799,1,credit_card,1,260.57
191a21c0a0934fdb7dcd56c6b28a8682,1,credit_card,3,196.55
37c755c6df4b61c5b4cc40361ae57588,1,credit_card,3,72.34
d232a4685c8ddfc98307d91978aebfa5,1,credit_card,5,128.95
07a26b88cc90e93f5c9401de11a60793,1,credit_card,1,20.29
ce7cf6dd8f80dfb98716950ae40eca59,1,boleto,1,171.75
bf5099786cc9dcd17a4961c9406fb3f3,1,credit_card,1,85.82
5eca2113141f2c0e048b11bdcb7a0371,1,credit_card,1,41.17
ada812c7806382c3085a5f5024bc17ca,1,boleto,1,37.25
ad2e046d1a59ee49ddf9ae258360b81b,1,credit_card,5,135.13
cd82b3b68f4843cceb338d860b8aa006,1,credit_card,2,440.12
6c721c8ce1b433e68655575af4955976,1,credit_card,1,67.7
49f62326ab0dc444db19abf56861df10,1,credit_card,10,109.59
99396be04e138247e9fc0528a62e0919,1,credit_card,1,56.06
7cf01fbc143d74367eedc9b9f8fbf437,1,credit_card,2,91.72
dd691e4f12c592067339680ffc3dd443,1,credit_card,3,35.0
f26bbe1ba1d50321617831285d0fe62c,1,credit_card,1,42.39
e65f1eeee1f52024ad1dcd03447f7482,1,credit_card,1,43.28
d2ebd7492d92dfb6a5737ba33a58f920,1,credit_card,4,144.54
bfc9f97fc7ddacf8a3c33c4b2bd15a93,1,credit_card,2,229.74
9d4fe519c77c087d5a1bd73637c5c6bf,1,credit_card,1,124.6
fb6343faebbbee8c21d59d4ae59477a8,1,boleto,1,143.86
d3f44296d90a42d3ec4b52b18654e87a,8,voucher,1,3.98
ce6d150fb29ada17d2082f4847107665,1,credit_card,10,1586.47
18dc026cdb7d39abde1489c336528961,1,boleto,1,134.99
5b7c6dbea3e21dc6314451ed73907c0c,1,boleto,1,48.27
0fe5bc7345e72628330234915ed373bd,1,boleto,1,106.85
22543080a0066963931832c0df11b2be,1,credit_card,2,54.25
257699bfe87de4eac234324e88db828a,1,credit_card,2,102.26
386a7bf9de133efa1516c4145330f3a6,1,boleto,1,90.62
e74c5411558a7a26de918d23a07e1cef,1,debit_card,1,42.86
c047e1042ab337c92ea23d512b54c5bf,1,credit_card,10,444.25
a132f4bdf1eb9803546cef73ca7bd322,1,credit_card,1,69.16
6df674fd09d933a85574460e32a94e23,1,credit_card,2,65.71
5795989efabaace15f06689b3ab3c4c1,1,credit_card,1,29.29
adc2f0c9fd838d820339f8220c1adf08,2,voucher,1,30.0
ad6137b47c7f7c1c621f4de13c3d5bc9,1,credit_card,2,145.9
c8f8f9f5df7a6ce2beaa9de85fbf8ca1,1,credit_card,5,108.0
6760e20addcf0121e9d58f2f1ff14298,1,credit_card,6,88.78
ac3143c0b6db91dd3ca4ab4d8a8243eb,1,credit_card,4,953.71
68051b9b65c4b30fc1252a2b69fe1d0b,1,credit_card,6,125.77
242bc9216a7d8514ba8d435a96d63c3d,1,boleto,1,127.69
cbe9e2376e5d8de3c057ed58a638403d,1,credit_card,1,62.42
fe36a827e3e9e0a6f5e11b0be2055727,1,credit_card,5,55.69
a5fbd128ce1d7a0a314bb56704e0b4cf,1,credit_card,7,146.13
3be1b5820b7f93acc617a3b680f37c91,1,credit_card,5,349.99
b79a7395d3911e77688dfe966105a683,1,boleto,1,108.64
b616f638cd86d92c7cbd06cf7484ee34,1,credit_card,1,20.75
6a26bd1a037993f1205073dbeda67db4,1,credit_card,2,67.12
45da19cff07c4148ba32b1a6bb8d87c1,1,boleto,1,126.68
b4d7995506859f96187970c8275ee66c,1,credit_card,8,540.02
b9a8d194c52bcb022997d990bd402f7e,1,boleto,1,368.6
94d2de9ad08d15bd3e714a984bd09bcb,1,credit_card,10,387.27
7711d25c50cf5322589706aaf0458117,1,credit_card,10,107.23
cf9d814ad8673ebdaec52528c1f7a7ca,1,credit_card,2,101.25
0930df388b21f34fc3f0e3baa9a73016,1,credit_card,1,26.09
cbb39c59f8084f27c248bd5c3a1cde7b,1,boleto,1,244.35
415c8cb8b60f8371900c2abb3ce6a0c3,1,credit_card,3,171.32
cb666a5ed3eec739fae136c3da8552c7,1,credit_card,4,264.67
bdd49e833a618b2e10096e4bd5725977,1,boleto,1,55.13
38006c12e16c03c74e2eb3113e238e5f,1,credit_card,1,17.87
725bd1c01a213e4ac7999d74cc9da874,1,credit_card,1,58.38
20aa4f85b1ed8d98e5c742c1a003db9c,2,voucher,1,50.0
e11fec6c25945565c1ef4f14fc3c03b7,1,credit_card,10,1995.69
8a0ecc540156c0f21f25d7bfd4e95dbe,1,credit_card,1,68.0
91f377dafe157043ee827b080a27e3f5,1,credit_card,5,371.94
fa625c35a56d989b379939bae9bc9b2a,1,credit_card,1,63.89
0913c46b1cafecb52e5a9a55b6c0e0fc,1,boleto,1,147.0
83c55d64c56ad16ba3c0f7858cd709d0,1,credit_card,8,408.66
5ff78652a040431e007c9349249d3503,1,credit_card,2,386.46
9bfe486cba6ba9af52af7bfe86ff9859,1,credit_card,2,69.54
8be031b84394ed99ee85be1985019058,1,credit_card,1,21.94
ebee038c5993647eb1defc78207cd187,1,credit_card,1,114.25
c596d8640962b115481b374c7b881f6a,1,credit_card,2,162.83
394eefeb1d359eb230a22ba3bd68f072,1,credit_card,1,172.92
cccb62677b6ed93ec68f4428a0ad81ee,1,credit_card,7,81.72
b249bb5bc00cfbe2ce917a5a07c72b46,1,credit_card,2,151.79
c5bb91ea2129a21a4f424d356a4d28fa,1,credit_card,4,243.62
22420f3718ef75dcddb4f03201096895,1,credit_card,4,45.13
019bdbaef5b5121c9b1811976aa510a5,1,boleto,1,108.64
ff5b7f440481674b38554434638beebf,1,boleto,1,110.63
31026c762ccd760199ad552ea17e0269,1,credit_card,1,41.71
d74283a9b897322afe09916280aca43f,1,credit_card,1,54.43
c453fb0ec44f618a32abcad5c873d06f,1,credit_card,3,77.64
17b18aa0bfdcebddefdf2d7da5718181,1,credit_card,5,101.34
0f090dd2d83a9d755108584313c8208d,1,credit_card,4,48.16
60bcba6747ee878b9007f61275f4cd1f,1,debit_card,1,265.41
96068d351a84dcea0b929884876e4fae,1,credit_card,2,128.73
1fce50c1831b6809773e5020edc716e2,1,credit_card,2,36.16
3fbb598da3d544e640039c789df239b7,1,credit_card,4,198.0
87276b621cf05e7f2afee8be6c9721b6,1,credit_card,8,314.21
34dedd5cb5e0f12df565171392540a8f,1,credit_card,1,22.29
276971787e4550d908a7306c2fe79da3,1,boleto,1,51.03
0b3d8a1bbaa4e340e25adfd640f70308,1,credit_card,12,190.09
fb4c1eeef06c08acb4e63c9091ab5c6b,1,credit_card,7,374.24
93de8241002c099c87029b0362e5c0c9,2,voucher,1,25.9
0a629239073738043764cd721c8ab2da,1,credit_card,1,46.81
5b2e70f861de8953b06ea667adc2eb4e,1,credit_card,3,258.71
1d5912d4e665fb2a085a50fc13007c02,1,boleto,1,69.9
ae544ab4fdaa9ad26ce17423e88b8702,1,boleto,1,48.13
6e8e751584b3e3141e3e3c39f71408c2,1,credit_card,6,187.15
88a82da4cb2eb4723c9965285fe826c9,2,voucher,1,25.0
14d113827939e9deace0b2afb528f1bb,1,credit_card,1,154.87
474c0bedc28c30c7568c589c047b75bb,1,credit_card,1,102.53
f0ea851516ffb7fbea588f7d200e3d43,1,boleto,1,93.64
3d40c6056f68e49782a7c576c8b57e3d,1,credit_card,5,205.43
d82255dd8d216b8577f8f2527ce817a1,1,credit_card,4,89.57
d2cb7c100806e87a227d413e9157cb76,1,boleto,1,75.07
7b88910a9e8c55290806a85af1b796a6,1,credit_card,4,63.23
d4a27413b758ce1cea90d005252591f9,1,boleto,1,41.69
d9b53f70b57a028c32d88455dda31547,1,credit_card,2,24.29
933cae52f81a96867c679e5251c0a7c5,1,credit_card,5,88.49
21b966a378471db65c18fa4ca20d6800,1,credit_card,2,132.82
1d6efdc47fc22d96340ff4b18566ef54,1,credit_card,2,98.47
ac14a1a3d8c2b071a150eb2990b5ecd8,1,credit_card,2,49.77
f6879e8e12a44ceb4c422c23489a029d,1,credit_card,8,180.91
dd3d73f70b77e2a07f64360620621ca4,1,credit_card,5,262.94
a03080d29751000dd3e2eab48835af82,1,credit_card,3,62.22
69796e4e03edbf9c0f49c76d4ebadb77,1,debit_card,1,93.22
9389b64e7d922e3b0c30f8026e418e64,1,credit_card,4,125.43
e6e5431f5c825cde6802af0f30bd8eaf,1,credit_card,2,373.44
92f4f749aa508d58dee50d9ccdb6c9dd,1,credit_card,3,62.31
5fcbedfee2eec6f8ecdcac610148b4c3,1,credit_card,2,29.38
6c949e670b5d33dc8fb8ad25b6da4860,1,credit_card,10,102.47
28ff0422d12a02fb62ae4c9f9e9317f3,1,credit_card,5,69.13
f0ffbaf1fe35a4a0565b047824341bc3,1,credit_card,1,86.24
1662797f04736ea5acb5de67d5672fcc,1,credit_card,1,74.29
ad2b9f8531232554f31be87d5ea9da10,1,credit_card,3,199.0
9b871ac52352fe5c58010cad01550b6c,1,credit_card,3,340.47
efc0a4486f951c342875c6ffdeca315a,1,voucher,1,59.9
2b3ec451746cbc17ebae5c0b8fc74406,1,credit_card,1,166.29
93b63d0bd99c903fae0f7a00b72b507c,1,credit_card,3,164.35
d2b0a763647d885d0d3db2ee534ec02a,1,boleto,1,79.09
470e4a0aae7ae6c3bb0aa161b7abf205,1,boleto,1,93.69
141d3bf5aa7128f40bf2a60cef620b93,1,credit_card,3,159.03
9da388551ea23281b9bb4cbf12376992,1,credit_card,4,42.77
92295e7114a22f7180b04673e44cda17,1,credit_card,8,453.74
ca376f8f4042e61688af8cfd32d4e80e,1,credit_card,3,234.08
d1c60fd7acd42b1d2e2aecfeff348b23,1,credit_card,2,67.62
de24995591633aa90ba93afa013ece1e,1,credit_card,4,112.83
44f9bb85e9dfb3f106dd017fbd8b8006,1,credit_card,3,134.12
4277cdb7e2125bf7bebcd908168f90cb,1,credit_card,1,70.75
a1092ad981e90f68879726e1c2c0fd63,1,credit_card,7,77.6
abb045c9c602e1ea87376929b298b52e,1,credit_card,1,93.18
e4e0b1913652739070617b6a336a6ca5,1,boleto,1,44.72
71749baed4a3e47f47aecfced7c70ec2,1,credit_card,1,26.38
de1f470a407aead094cd885293ea9ba1,1,credit_card,8,246.96
64e64a4dd77d71d6bc307f24af1e55ac,1,credit_card,1,22.29
ccb78ed7a1acba9d251c8626f13097f5,1,credit_card,3,57.48
3e47a8cc66024053901d7313a7d2a0b7,1,credit_card,2,330.4
a9096f7f0b61e8a65ae29ece51a43d03,1,boleto,1,108.68
16e62e9da7d33d61b6f26ccf68bc962c,1,boleto,1,415.93
73716792079a3819a7022fdf6500f9fb,1,credit_card,10,314.21
8065c72fce26b871dcba7ef49bebfa48,1,credit_card,1,27.7
0dd13170e2f12871b1e007e5fcf6e944,1,credit_card,2,121.09
9e685885967d3152a558f94a355e3b6f,1,credit_card,1,142.21
069872f35a2ed2d455f9b64e914dd4bd,1,credit_card,1,72.62
0fe66ba925b98652d484ad6af89402e7,1,boleto,1,230.1
83f897bfa5b1f95356e8c9a33679cb49,1,boleto,1,206.14
816b15129b14c066ff4f5755938aefb0,1,boleto,1,126.44
209addb62d4e3c8c3e8b364d841b4d58,1,credit_card,1,68.87
35d71bd32993bd9959f7eefe1a5a0f4a,1,credit_card,2,87.58
05c5f6468206cec16a8c99f231bbbe86,1,credit_card,5,161.88
f8b1f5bc1c01359c4cc4e611c257ff2b,1,credit_card,3,92.5
18feb354fd368bc9d6cd27c5359e2243,1,credit_card,1,43.0
4fbf4b4d08900c34f81e01ace9d3f294,1,boleto,1,64.48
d75cb3755738c4ae466303358f97bc55,1,boleto,1,37.69
ee482a8248d67e42aa1105d14a941a47,1,credit_card,2,150.52
347610961383f5990e1d0ce3fd0afa5a,1,credit_card,6,314.3
7f058780efeab68414ecad1c0c43d0c0,1,credit_card,8,396.35
900fac51d850dfc38fceb9c413441c67,2,debit_card,1,98.33
a83755325957c8eed972dc614210922e,1,credit_card,1,120.92
f41fbf3e30f0f79822348910ca2009f2,1,credit_card,1,104.43
874a7690bc049bd4ce210d195bdfff7b,1,credit_card,1,105.94
a65211639143a90d6cb4116d808b1823,1,boleto,1,730.95
291036f4304c5fb0dc3965044f4a4605,1,credit_card,4,128.77
7c95572fd6e7e0ab8b88b00fd8c70716,1,boleto,1,53.39
2760fc9dd1ab8d8e9269d4d9f7ee48f6,1,credit_card,1,45.3
c137d955d66546c460453c13ce560ad4,1,credit_card,1,124.15
906f47e5cb0a80530bf2e789e6e6a0cd,1,credit_card,10,179.92
065fb1ee0ec59ea0a68b3105a59a69ce,1,credit_card,5,104.27
d253842de8c5d6f95feebe80f6f6995e,1,credit_card,8,307.96
5a409b9e0ab85bdafd5a5b75f4571b7a,1,credit_card,2,31.29
7056ed3b6f11b379db7915d1f6a69ad9,1,credit_card,1,38.13
e3c4a1f61400e7db82ae759cacedc9a3,1,voucher,1,52.01
067a8c6d7efd34e3595ef4bf1500c766,1,credit_card,1,35.05
49549ed2d115e970bfb52d517fe0e91f,1,credit_card,8,186.49
c627fe35fce1a754bc5b812d0b8ff379,1,credit_card,3,206.2
ba7243ecb3b63c80579ba1d4c34e277c,1,boleto,1,55.06
c943bc78c323d9a46208210c587c2ce4,1,credit_card,1,21.04
6d60fdb8565707824a98431255d3183a,1,credit_card,1,26.45
73ffc7dbf151bdb28ff40c4206968803,1,credit_card,1,127.53
52fe09ed9b59f3ee4be7b74b990d13bd,1,credit_card,2,39.41
12ab522eccaca7c7be0e20ef475ea423,1,credit_card,6,148.64
174fb39de9de15c80ea4076ba0cb6c83,1,boleto,1,93.91
539a1383b0bd9b963044945e607f1aca,1,credit_card,3,188.06
9b790ca446b8e28ce5e4382959f6b7df,1,credit_card,2,257.21
82ee69216f11b23e2d21d2796e079366,1,credit_card,4,692.94
a45007bebe435ae6fb3637ede777476e,1,credit_card,3,164.15
774189d7c5cbddd496b190c3c0f9de56,1,credit_card,4,234.19
4c217e3cc24f803307dea7d619377def,1,boleto,1,86.37
37193e64eb9a46b7f3197762f242b20a,1,credit_card,1,10.89
4c17c523dc7daa9cfdfb327f119179a4,1,boleto,1,43.28
4197f94f8bddd171804b1360fa78d368,1,credit_card,1,47.95
4495f1b55b727a6ca639505afc688e17,1,credit_card,1,69.61
e1edd95bfd88243a6d6b774d8aefe535,1,credit_card,4,181.59
d022bdad33a575ca5edb8c4d51e44310,1,boleto,1,70.03
d1ea13fc1406243e6f6134582bf1bbc5,1,credit_card,10,1432.92
43b2b04bc7aba79e72acb260d116466b,1,voucher,1,45.24
3bfd863aeb764ee13e7a3909ca8be2a5,2,voucher,1,50.0
c51937c0ea3f397cbf08be8fbdce3730,1,credit_card,6,148.18
9bb824ec73ee38dbbc585f3bba4b34ac,1,credit_card,1,171.53
b8188e1985fbf9e2b94e3a0b64d58074,1,credit_card,3,86.15
3f72f100dae2b5099ad6e5a486e95ec0,1,debit_card,1,22.79
5600c1fabd9c27cf4dc4a3aaf57a8e29,1,credit_card,2,58.16
8d0b3f3857cad208492c3819a7a00d19,1,credit_card,2,152.82
869e47849cdcd2a24f33ab52accd0e89,1,credit_card,8,82.92
6902f0d9d7309f56f50b8713c3b6a4de,1,boleto,1,66.69
701784c754c8ac2e2a73dbbe7dc3a363,1,boleto,1,52.75
2c9d0e7a53245b11b39d47e84b3d7ac9,1,credit_card,5,105.94
460bbd1de438f2781234032226e45461,1,credit_card,3,112.09
9b92d4432c1758cd4215f3fdb1d623a3,1,credit_card,4,186.36
d6b7fe0100a5ed0711d0682fc1ed7819,1,credit_card,3,165.22
d289934bddf878e1cac62c95c8ee5402,1,credit_card,3,49.02
394959298025bc7fba4b9a6818907cfc,1,credit_card,2,205.07
fb8d6e92e3a08fe6485d4fb08d23ae0e,1,credit_card,1,21.04
9c0bd8cd0fc8231ed50c066058917360,1,credit_card,2,132.68
ee00fa5093eb96d8573403b382fb60a8,1,boleto,1,66.44
ec89f64fa61a8186f474cf0a903fc4fa,1,credit_card,1,27.75
2c283d6fe3628e20caec652ad3703c7e,1,credit_card,1,91.28
cf014dc8804713618176fc95af41b221,2,voucher,1,81.93
88889b5ed13afaedce4894ebf3cb6f46,1,credit_card,2,167.92
2f92b812fd7c7df5b629833c484cdf1d,1,credit_card,1,61.36
ccdb48549002b54a62ba6d41ee492980,1,credit_card,2,64.23
9c440fc86e36452b4288efbf2d65dcf5,1,credit_card,2,43.29
8d3a0426fb1b51bacd3297517f48b0ae,1,credit_card,1,59.13
6ea6f5d85441b7bfcccbc44e082d02e3,1,credit_card,2,189.56
94cbbe30434a51f71837965608aa41e1,1,boleto,1,69.06
6eb1728e88c8db6cd1846dc95eb80572,1,voucher,1,85.24
9e8d7ab8137bcd3cfeac577dddf35592,2,voucher,1,100.0
b0b61472cd1ff0e9f1450c6ae4c8d5a4,1,credit_card,1,99.43
8ca5bdac5ebe8f2d6fc9171d5ebc906a,3,voucher,1,15.0
7dbdda97c8aa87c003f73602c45e4f90,1,credit_card,4,162.03
710770cfb61b2c43a091ab2c7b89a921,1,credit_card,6,65.11
1475652ad485c6469bd02393c70fdaa9,1,credit_card,2,81.73
3615e42c9ff6c0d9bb86e14c6670d965,1,boleto,1,108.97
205587440f824c5e5d7bc3bccb63aa15,1,credit_card,10,569.66
cf4eff954b06c19d96be7d6792a1da3c,1,credit_card,4,48.13
524ea0422eabccf15e4af385f6b153d6,1,credit_card,1,36.59
dbcb89699a4736bcef1373eb9d8ae5d1,1,credit_card,5,272.64
